127.0.0.1 - - [06/Apr/2024:04:54:57 +0000] "GET /solr/admin/info/system?wt=javabin&version=2 HTTP/2.0" 200 2675
127.0.0.1 - - [06/Apr/2024:04:55:53 +0000] "GET / HTTP/1.1" 302 0
127.0.0.1 - - [06/Apr/2024:04:55:53 +0000] "GET /solr/ HTTP/1.1" 200 3322
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/angular-csp.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/common.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/analysis.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/schema-designer.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/security.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/cloud.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/cores.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/collections.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/dashboard.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/files.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/index.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/java-properties.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/logging.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/login.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/menu.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/plugins.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/documents.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/paramsets.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/query.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/stream.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/replication.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/schema.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/segments.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/threads.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/chosen.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/overview.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/sqlquery.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/ui-grid.min.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/jquery-ui.min.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/jquery-ui.structure.min.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/css/angular/jstree.style.min.css?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/jquery-3.5.1.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/chosen.jquery.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/jstree.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/angular.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/angular-chosen.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/angular-resource.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/angular-route.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/highlight.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/ui-grid.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/solr/index.js HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/angular-utf8-base64.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/jquery-ui.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/ngtimeago.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/jssha-3.3.1-sha256.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/angular-cookies.min.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/js/angular/services.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/js/angular/controllers/index.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/js/angular/controllers/login.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/libs/d3.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/js/angular/permissions.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/js/angular/controllers/logging.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/js/angular/controllers/cloud.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/js/angular/app.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/js/angular/controllers/cores.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/js/angular/controllers/collections.js?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [06/Apr/2024:04:55:54 +0000] "GET /solr/js/angular/controllers/threads.js?_=9.5.0 HTTP/1.1" 304 0
